brand_name,count_nb,price,discouunt price,discount%
acer,6,738.3333333333334,640.8333333333334,-12.666666666666666
asus,15,1312.0,1159.8666666666666,-13.133333333333333
dell,12,1362.4166666666667,1200.6666666666667,-14.0
hp,46,943.2608695652174,802.6521739130435,-14.456521739130435
lenovo,56,1250.982142857143,1048.732142857143,-15.910714285714286
lg,1,1200.0,1100.0,-8.0
microsoft,18,1949.9444444444443,1668.2777777777778,-14.333333333333334
msi,7,1082.857142857143,973.4285714285714,-10.285714285714286
samsung,2,1150.0,1035.0,-11.0
