name,discount_price,price,description,discount %
"Lenovo IdeaPad 5 2in1 83DR000FCF - 14"" Touchscreen - Ryzen 5 8645HS - 16GB Ram - 512GB SSD - AMD Radeon 760M Graphics - Stylus Pen Included",$680.00,$750.00,"Specifications: Processor: AMD Ryzen™ 5 8645HS (6C / 12T, 4.3 / 5.0GHz, 6MB L2 / 16MB L3).  Memory: 16GB Soldered LPDDR5x-6400.  Storage: 512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®.  Display: 14"" WUXGA (1920x1200) IPS 300nits Glossy, 45% NTSC, 60Hz, TÜV Low Blue Light, Glass,...",-9%
"HP Spectre X360 14T-EU000 - 14"" Touchscreen - Core Ultra 7 155H - 32GB Ram - 512GB SSD - Intel Arc Graphics","$1,100.00","$1,250.00","Specifications: Processor: Intel® Core™ Ultra 7 155H (up to 4.8 GHz, 24 MB L3 cache, 16 cores, 22 threads).  Memory: 32 GB(Onboard).  Storage: 512 GB PCIe® NVMe™ TLC M.2 SSD (4x4 SSD).  Display: 14"" diagonal, 2.8K (2880 x 1800), OLED, multitouch-enabled, UWVA, edge-to-edge glass,...",-12%
"Lenovo ThinkBook 16 G7 IML 21MS000NGQ - 16"" - Core Ultra 7 155H - 8GB Ram - 512GB SSD - Intel Arc Graphics",$815.00,$900.00,"Specifications: Processor: Intel® Core™ Ultra 7 155H, 16C (6P + 8E + 2LPE) / 22T, Max Turbo up to 4.8GHz, 24MB Memory: 1x 8GB SO-DIMM DDR5-5600  Storage: 512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Display: 16"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC, 60Hz...",-9%
"Dell XPS 16 9640 - 16.3"" - Core Ultra 7 155U - 16GB Ram - 1TB SSD - RTX 4050 6GB","$1,765.00","$2,100.00","Specifications: Processor: Intel® Core™ Ultra 7 Processor 155U (12M Cache, up to 4.80 GHz).  Memory: 16GB Ram DDR5.  Storage: 1 TB, M.2, PCIe NVMe, SSD.  Display: 16.3"" FHD+ (1920 x 1200) Infinity Edge, Non-Touch, Anti-Glare, 500-nits 120Hz.  Graphics: NVIDIA® GeForce RTX™ 4050, 6 GB GDDR6, 50 W Ports 1 headphone/microphone...",-16%
"Asus Vivobook Pro 15 OLED N6506MV-MA022 - 15.6"" - Core Ultra 7 155H - 16GB Ram - 1TB SSD - RTX 4060 8GB - 3Years Warranty","$1,350.00","$1,450.00","Specifications: Processor: Intel® Core™ Ultra 7 155H Processor 1.4 GHz (24MB Cache, up to 4.8 GHz, 16 cores, 22 threads); Intel® AI Boost NPU Memory: 16GB (8GB + 8GB on board).  Storage: 1TB M.2 NVMe™ PCIe® 4.0 SSD.  Display: 15.6-inch, 2.8K (2880 x 1620)...",-7%
"Asus Vivobook Pro 15 OLED N6506MU-MA029 - 15.6"" - Core Ultra 7 155H - 16GB Ram - 1TB SSD - RTX 4050 6GB - 3Years Warranty","$1,230.00","$1,310.00","Specifications: Processor: Intel® Core™ Ultra 7 155H Processor 1.4 GHz (24MB Cache, up to 4.8 GHz, 16 cores, 22 threads); Intel® AI Boost NPU Memory: 16GB (8GB + 8GB on board).  Storage: 1TB M.2 NVMe™ PCIe® 4.0 SSD.  Display: 15.6-inch, 2.8K (2880 x 1620)...",-6%
"Asus VivoBook 14 X1404ZA-I38128 - 14"" - Core I3-1215U - 8GB Ram - 128GB SSD - Intel Iris Xe",$350.00,$450.00,"Specifications: Processor: 12th Gen, Intel Core i3-1215U Processor 1.2 GHz (10M Cache, up to 4.4 GHz Turbo Boost, 6 cores) Memory: 8GB DDR4 on board RAM Storage: 128GB SSD Display: 35.56 cms (14) FHD (1920 x 1080) Anti-glare display having 16:09 Aspect Ratio ||...",-22%
"MSI Creator Z16P - 16"" Touchscreen - Core I7-12700H - 32GB Ram - 1TB SSD - RTX 3080Ti 16GB - Includes MSI Pen","$1,500.00","$1,700.00","Specifications: Processor: Intel® Core™ i7-12700H Processor (24M Cache, up to 4.70 GHz)  Memory: 32GB Ram.  Storage: 1TB SSD.  Display: 16” QHD+ (2560x1600), IPS-Level, Touchscreen Display 165Hz.  Graphics: NVIDIA® GeForce RTX™ 3080 Laptop GPU 8GB GDDR6Up to 1295MHz Boost Clock 90W Maximum Graphics Power with Dynamic Boost. Ports: 1x Thunderbolt™...",New
"Lenovo IdeaPad Slim 7 Copilot+ PC 83ED0001US - 14.5"" Touchscreen - Snapdragon X Elite - 16GB Ram - 512GB SSD - Qualcomm Adreno GPU","$1,299.00","$1,550.00","Specifications: Processor: Snapdragon® X Elite X1E-78-100, 12C, Max Turbo up to 3.4GHz, 42MB  Memory: 16GB Soldered LPDDR5x-8448  Storage: 512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®.  Display: 14.5"" 3K (2944x1840) OLED 1000nits (Peak) / 500nits (Typical), Glossy / Anti-fingerprint, 100% DCI-P3, 100% sRGB, 90Hz, Eyesafe®,...",-16%
"Microsoft Surface Laptop Studio 2-IN-1 Z1I-00001 - 14.4"" Touchscreen - Core I7-13700H - 32GB Ram - 1TB SSD - RTX 4050 6GB","$2,499.00","$3,250.00","Specifications: Processor: Intel® Core™ i7-13700H Processor (24M Cache, up to 5.00 GHz) Memory: 32GB LPDDR5X  Storage:  1TB SSD.  Display: Touchscreen: 14.4” PixelSense™ Flow Display, Resolution: 2400 x 1600 (200 PPI) , Refresh rate: up to 120Hz , Aspect ratio: 3:2, Contrast ratio: 1500:1, Color profile: sRGB and Vivid, Individually color-calibrated display,...",-23%
"Dell XPS 13 - 13.4"" - Core Ultra 7 155H - 16GB Ram - 512GB SSD - Intel Arc Graphics","$1,299.00","$1,500.00","Specifications: Processor: Intel® Core™ Ultra 7 Processor 155H (24MB Cache, 16 cores, up to 4.8 GHz) Memory: 16GB, LPDDR5X, 7467MT/s, integrated, dual channel Storage: 512 GB, M.2, PCIe NVMe, SSD Display: 13.4"", FHD+ 1920 x 1200, 30-120Hz, Non-Touch, Anti-Glare, 500 nit, EyeSafe, InfinityEdge Graphics: Intel®...",-13%
"Acer SWIFT GO - SFG14-71T-72QV - 14"" Touchscreen - Core I7-1355U - 16GB Ram - 512GB SSD - Intel Iris Graphics",$660.00,$800.00,"Specifications: Processor: Intel® Core™ i7-1355U Processor (12M Cache, up to 5.00 GHz)  Memory: 16GB Ram Storage: 512GB SSD Display: 14"" WUXGA (1920 x 1200) 16:10 IPS 60 Hz Touchscreen Graphics: Intel Iris Xe Ports:  2 USB Type-C (Thunderbolt 4/USB 4), 2 USB 3.2 Gen 1 ports (one supporting...",-18%
"Lenovo ThinkPad P15 G2 MOBILE WORKSTATION 20YQ0057US - 15.6"" - Intel Xeon W-11855M - 128GB Ram - 1TB SSD - RTX A5000 Max-Q 16GB","$2,399.00","$3,000.00","Specifications: Processor:   Intel® Xeon® W-11855M (6C / 12T, 3.2 / 4.9GHz, 18MB) Memory:  128GB Ram Storage:  1 TB SSD M.2 2280 PCIe® 4.0x4 Performance NVMe® Opal 2.0 Display: 15.6"" UHD (3840x2160) IPS 600nits Anti-glare, 100% Adobe® RGB, DisplayHDR™ 400, Dolby Vision Graphics: NVIDIA®...",-20%
"HP Envy 16-H1053DX - 16"" Touchscreen - Core I7-13700H - 16GB Ram - 1TB SSD - RTX 4060 8GB","$1,175.00","$1,300.00","Specifications: Processor: Intel® Core™ i7-13700H (up to 5.0 GHz, 24 MB L3 cache, 14 cores, 20 threads).  Memory: 16GB DDR5 Ram Storage: 1TB SSD Display: 16"" (2560x1600) TOUCHSCREEN 120Hz Graphics: NVIDIA RTX 4060 8GB Ports: 1 USB Type-A 10Gbps signaling rate; 1 USB Type-A...",-10%
"Lenovo ThinkPad T14 Gen 3 21AH00BQUS - 14"" - Core I5-1235U - 16GB Ram - 256GB SSD - Intel Iris Xe",$825.00,"$1,100.00","Specifications: Processor: Intel® Core™ i5-1235U, 10C (2P + 8E) / 12T, P-core 1.3 / 4.4GHz, E-core 0.9 / 3.3GHz, 12MB Memory: 8GB Soldered DDR4-3200 + 8GB SO-DIMM DDR4-3200 Storage: 256GB SSD M.2 2280 PCIe® x4 NVMe® Opal 2.0 Display: 14"" WUXGA (1920x1200) IPS 300nits...",-25%
"Lenovo Ideapad 3 82KU00EDED - 15.6"" - Ryzen 7 5700U - 8GB Ram - 512GB SSD - AMD Radeon Graphics",$500.00,$650.00,"Specifications: Processor: AMD Ryzen 7 5700U (8C / 16T, 1.8 / 4.3GHz, 4MB L2 / 8MB   L3)    Memory: 4GB Soldered DDR4-3200 + 4GB SO-DIMM DDR4-3200    Storage: 512GB SSD M.2 2280 PCIe 3.0x4 NVMe Display: 15.6"" FHD (1920x1080) TN 250nits Anti-glare, 45% NTSC  Graphics: AMD Radeon...",-23%
"Asus VivoBook S 16 Flip 2-IN-1 TP3604VA-IS93T - 16"" Touchscreen - Core I9-13900H - 16GB Ram - 1TB SSD - Intel Iris Xe","$1,100.00","$1,150.00","Specifications: Processor: Intel® Core™ i9-13900H Processor 2.6 GHz (24MB Cache, up to 5.4 GHz, 14 cores, 20 Threads) Memory: 16GB LPDDR5 on board  Storage: 1TB SSD.  Display: 16.0-inch, WUXGA (1920 x 1200) 16:10 aspect ratio, IPS-level Panel, LED Backlit, 60Hz refresh rate, 300nits, 45%...",-4%
"HP Spectre X360 16-F2097 2-IN-1 7G8K5UAR#ABA - 16"" Touchscreen - Core I7-1360P - 16GB Ram - 2TB SSD - Intel Arc A370M 4GB",$880.00,"$1,350.00","  Specifications: Processor:  Intel® Core™ i7-1360P (up to 5.0 GHz with Intel® Turbo Boost Technology, 18 MB L3 cache, 12 cores, 16 threads).  Memory: 16GB DDR4-3200 MHz RAM.  Storage: 2 TB PCIe® Gen4 NVMe™ TLC M.2 SSD Display: 16"" diagonal, UHD+ (3840 x 2400),...",-35%
"HP Spectre X360 16-AA0023 - 16"" Touchscreen - Core Ultra 7 155H - 32GB Ram - 1TB SSD - RTX 4050 6GB","$1,450.00","$1,850.00","Specifications: Processor: Intel® Core™ Ultra 7 155H (up to 4.8 GHz, 24 MB L3 cache, 16 cores, 22 threads).  Memory: 32GB DDR5 Storage: 1TB SSD   Display: 16"" 2.8K (2880 x 1800) X360 TOUCHSCREEN Graphics: RTX 4050 6GB Ports:  1 USB Type-A 10Gbps signaling...",-22%
"Lenovo IdeaPad 5 2-In-1 83DU0009CF - 14.0"" Touch - Core Ultra 7 150U - 16GB Ram - 512GB SSD - Integrated Intel Graphics",$799.00,"$1,000.00","Specifications: Processor:  Intel® Core™ 7 150U, 10C (2P + 8E) / 12T, P-core 1.8 / 5.4GHz, E-core 1.2 / 4.0GHz, 12MB.  Memory: 16GB Soldered LPDDR5x-5200.  Storage: 512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Display: 14"" WUXGA (1920x1200) IPS 300nits Glossy, 45% NTSC, 60Hz, TÜV...",-20%
"HP Laptop 15-FD0061NE (9Q4P8EA#ABV) - 15.6"" - Core I7-1355U - 8GB Ram - 512GB SSD - MX570 A 2GB Graphics",$690.00,$750.00,"Specifications: Processor: Intel® Core™ i7-1355U (up to 5.0 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads).  Memory: 8 GB DDR4-3200 MHz RAM.  Storage: 512 GB PCIe® NVMe™ M.2 SSD.  Display: 15.6"" diagonal, FHD (1920 x 1080), micro-edge, anti-glare, 250...",-8%
"HP Laptop 15-FD0022NE (91W37EA#ABV) - 15.6"" - Core I7-1355U - 8GB Ram - 512GB SSD - Intel Iris Xe Graphics",$650.00,$700.00,"Specifications: Processor: Intel® Core™ i7-1355U (up to 5.0 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads).  Memory: 8 GB DDR4-3200 MHz RAM.  Storage: 512 GB PCIe® NVMe™ M.2 SSD.  Display: 15.6"" diagonal, FHD (1920 x 1080), micro-edge, anti-glare, 250...",-7%
"HP Laptop 15-FD0054NE - 15.6"" - Core I5-1334U - 8GB Ram - 512GB SSD - Intel Iris Xe Graphics",$500.00,$550.00,"Specifications: Processor: Intel® Core™ i5-1334U (up to 4.6 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads).  Memory: 8 GB DDR4-3200 MHz RAM.  Storage: 512 GB PCIe® NVMe™ M.2 SSD.  Display: 15.6"" diagonal, FHD (1920 x 1080), micro-edge, anti-glare, 250...",-9%
"Lenovo Yoga 7 2-In-1 14IML9 - 14"" Touchscreen - Core Ultra 7 155U - 16GB Ram - 1TB SSD - Intel Graphic",$950.00,"$1,050.00","Specifications: Processor:  Intel® Core™ Ultra 7 155U, 12C (2P + 8E + 2LPE) / 14T, Max Turbo up to 4.8GHz, 12MB Memory: 16GB soldered memory, not upgradable Storage: 1TB SSD M.2 2242 PCIe® 4.0x4 NVMe® Display: 14"" WUXGA (1920x1200) IPS 300nits Glossy / Anti-fingerprint,...",-10%
"Lenovo ThinkPad X1 Carbon G12 - 21KC0046US - 14"" - Core Ultra 7 155U - 32GB Ram - 512GB SSD - Intel Graphics","$1,700.00","$2,000.00","Specifications: Processor: Intel® Core™ Ultra 7 155U Processor (E-cores up to 3.80 GHz P-cores up to 4.80 GHz) Memory: 32 GB LPDDR5X-6400MHz (Soldered) Storage: 512GB SSD Display: 14"" WUXGA (1920 x 1200), IPS, Anti-Glare, Non-Touch, 100%sRGB, 400 nits, 60Hz, Low Power Graphics: Integrated Intel®...",-15%
"Lenovo ThinkPad X1 Carbon G12 - 21KC000MUS - 14"" Touchscreen - Core Ultra 7 165U VPro - 32GB Ram - 1TB SSD - Intel Graphics","$1,850.00","$2,000.00","Specifications: Processor: Intel® Core™ Ultra 7 165U vPro® Processor (E-cores up to 3.80 GHz P-cores up to 4.90 GHz) Memory: 32 GB LPDDR5X-6400MHz (Soldered) Storage: 1 TB SSD M.2 2280 PCIe Gen4 Performance TLC Opal Display: 14"" WUXGA (1920 x 1200), IPS, Anti-Glare, Touch,...",-8%
"Lenovo ThinkPad E16 G2 - 21MA0035US - 16"" - Core Ultra 7 155U - 16GB Ram - 512GB SSD - Intel Arc Graphics",$970.00,"$1,100.00","Specifications: Processor: Intel® Core™ Ultra 7 155H, 16C (6P + 8E + 2LPE) / 22T, Max Turbo up to 4.8GHz, 24MB Memory: 1x 16GB SO-DIMM DDR5-5600 Storage: 512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0 Display: 16"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45%...",-12%
"Lenovo ThinkPad E16 G2 21MA000BGP - 16"" - Core Ultra 5 125U - 8GB Ram - 512GB SSD - Intel Graphics - Includes Lenovo 15.6"" Laptop Casual Toploader",$800.00,$920.00,"Specifications: Processor: Intel® Core™ Ultra 5 125U, 12C (2P + 8E + 2LPE) / 14T, Max Turbo up to 4.3GHz, 12MB.  Memory: 1x 8GB SO-DIMM DDR5-5600 Storage: 512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0 Display: 16"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45%...",-13%
"Lenovo ThinkPad E14 G6 21M7000FGR - 14"" - Core Ultra 5 125U - 8GB Ram - 512GB SSD - Intel Graphics - Includes Lenovo 15.6"" Laptop Casual Toploader",$800.00,$890.00,"Specifications: Processor: Intel® Core™ Ultra 5 125U, 12C (2P + 8E + 2LPE) / 14T, Max Turbo up to 4.3GHz, 12MB Memory: 1x 8GB SO-DIMM DDR5-5600 Storage: 512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0 Display: 14"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45%...",-10%
"HP Pavilion 16T-AF000 - 16"" - Core Ultra 7 155U - 16GB Ram - 512GB SSD - Intel Graphics",$900.00,"$1,000.00","  Specifications: Processor: Intel® Core™ Ultra 7 Processor 155U (12M Cache, up to 4.80 GHz)  Memory: 16GB DDR5 RAM.  Storage: 512 GB PCIe® NVMe™ M.2 SSD Display: 16"" diagonal, WUXGA (1920 x 1200), IPS, micro-edge, anti-glare, 300 nits Graphics: Intel Graphics.  Ports:  2 USB Type-C® 10Gbps signaling rate (USB Power...",-10%
"Microsoft Surface Laptop (7th Edition) ZYT-00026 Copilot+ PC - 15"" TouchScreen - Snapdragon X Elite - 16GB Ram - 1TB SSD - Qualcomm Adreno GPU","$2,000.00","$2,200.00",Specifications: Processor: Snapdragon® X Elite (12 Core).   NPU: Qualcomm® Hexagon™ with 45 trillion operations per second.  Memory: 16GB LPDDR5x RAM.  Storage: 1TB Removable solid-state drive (Gen 4 SSD).  Display: Touchscreen: 15” PixelSense Flow™ Display; Resolution: 2496 x 1664 (201 PPI); Aspect ratio: 3:2; Contrast ratio 1300:1; Dynamic refresh rate...,-9%
Microsoft Surface Pro (11th Edition) Copilot+ PC - 13” OLED - Snapdragon X Elite - 16GB Ram - 512GB SSD - Qualcomm Adreno GPU - Black,"$1,650.00","$2,000.00","Specifications: Processor: Snapdragon® X Elite (12 Core).   NPU: Qualcomm® Hexagon™ with 45 trillion operations per second.  Memory: 16GB LPDDR5x RAM.  Storage: 512GB Removable solid-state drive (Gen 4 SSD).  Display: Touchscreen: 13” PixelSense™ Flow display, Resolution: 2880 x 1920 (267 PPI), Aspect ratio: 3:2, Contrast ratio: 1M:1, Dynamic refresh rate up...",-18%
Microsoft Surface Pro (11th Edition) Copilot+ PC - 13” OLED - Snapdragon X Elite - 16GB Ram - 1TB SSD - Qualcomm Adreno GPU,"$1,950.00","$2,200.00","Specifications: Processor: Snapdragon® X Elite (12 Core).   NPU: Qualcomm® Hexagon™ with 45 trillion operations per second.  Memory: 16GB LPDDR5x RAM Storage: 1TB Removable solid-state drive (Gen 4 SSD).  Display: Touchscreen: 13” PixelSense™ Flow display, Resolution: 2880 x 1920 (267 PPI), Aspect ratio: 3:2, Contrast ratio: 1M:1, Dynamic refresh rate up...",-11%
Lenovo Yoga Book 9 83FF0001US 2-IN-1 - Dual 13.3 Inch Touchscreen - Core Ultra 7 155U - 16GB Ram - 1TB SSD - Intel Graphics - Includes Lenovo Silent Mouse + Folio Stand,"$1,750.00","$2,000.00","  Specifications: Processor:  Intel® Core™ Ultra 7 155U, 12C (2P + 8E + 2LPE) / 14T, Max Turbo up to 4.8GHz, 12MB Memory: 16GB Ram.  Storage: 1TB SSD M.2 2242 PCIe® 4.0x4 NVMe® Display: 2x 13.3"" 2.8K (2880x1800) OLED 400nits Glossy / Anti-fingerprint, 100% DCI-P3,...",-13%
"Lenovo Yoga 7 2-In-1 16IML9 - 16"" Touchscreen - Core Ultra 7 155U - 16GB Ram - 1TB SSD - Intel Graphic",$900.00,"$1,350.00","Specifications: Processor:  Intel® Core™ Ultra 7 155U, 12C (2P + 8E + 2LPE) / 14T, Max Turbo up to 4.8GHz, 12MB Memory: 16GB Soldered LPDDR5x-7467.  Storage: 1TB SSD M.2 2242 PCIe® 4.0x4 NVMe® Display: 16"" WUXGA (1920x1200) IPS 300nits Glossy, 45% NTSC, Dolby® Vision™,...",-33%
"HP Envy X360 16-AC0023DX - 16"" Touchscreen - Core Ultra 7 155U - 16GB Ram - 1TB SSD - Intel Arc Graphics",$925.00,$990.00,"Specifications: Processor: Intel® Core™ Ultra 7 Processor 155U. 12M Cache, up to 4.80 GHz. Memory: 16GB LPDDR5-SDRAM Storage: 1TB SSD Display: 16″ (40.6 cm) WUXGA (1920×1200) Touchscreen.  Graphics: Intel Arc Graphics Ports: HDMI, 2x USB 3.2 Gen 2 (3.1 Gen 2) Type-A, 1x USB 3.2 Gen 2...",-7%
"Lenovo ThinkPad T14 Gen 4 21HD00DGUS - 14"" Touchscreen - Core I7-1355U - 32GB Ram - 1TB SSD - Intel Iris Xe",$950.00,"$1,300.00","Specifications: Processor: Intel® Core™ i7-1355U, 10C (2P + 8E) / 12T, P-core 1.7 / 5.0GHz, E-core 1.2 / 3.7GHz, 12MB.  Memory: 16GB Soldered DDR5-5200 + 16GB SO-DIMM DDR5-5200.  Storage: 1TB SSD M.2 2280 PCIe® 4.0x4 NVMe® Opal 2.0.  Display: 14"" WUXGA (1920x1200) IPS 300nits...",-27%
Microsoft Surface Pro (11th Edition) Copilot+ PC - 13” OLED - Snapdragon X Elite - 32GB Ram - 1TB SSD - Qualcomm Adreno GPU,"$2,200.00","$2,400.00","Specifications: Processor: Snapdragon® X Elite (12 Core).   NPU: Qualcomm® Hexagon™ with 45 trillion operations per second.  Memory: 32GB LPDDR5x RAM.  Storage: 1TB Removable solid-state drive (Gen 4 SSD).  Display: Touchscreen: 13” PixelSense™ Flow display, Resolution: 2880 x 1920 (267 PPI), Aspect ratio: 3:2, Contrast ratio: 1M:1, Dynamic refresh rate up...",-8%
"HP Spectre X360 16-F2008 8V6R2UAR#ABL - 16"" Touchscreen - Core I7-1360P - 32GB Ram - 1TB SSD - Intel Arc A370 4GB","$1,050.00","$1,350.00","Specifications: Processor:  13th Gen i7-1360P 2.20GHz Processor (up to 5 GHz, 18MB Cache, 12-Cores, 16-Threads, 4 Performance-cores).  Memory: 32GB DDR4-3200 MHz RAM.  Storage: 1TB PCIe® Gen4 NVMe™ TLC M.2 SSD.  Display: 16"" diagonal, UHD+ (3840 x 2400), OLED, multitouch-enabled, UWVA, edge-to-edge glass, micro-edge, anti-reflection...",-22%
"Hp Envy X360 2-In-1 9R8R3UA#ABA - 14"" Touchscreen - Core 7-150U - 16GB Ram - 512GB SSD - Intel Iris Xe Graphics",$780.00,$850.00,"Specifications Processor: Intel Core 7 150U 5.4 GHz, 10-Core, 12 MB Cache Processor.  Memory: 16GB DDR4 3200MHz RAM. Storage: 512GB SSD Storage.  Display: 14"" (1920 x 1080) FHD, IPS-Level Panel, Touchscreen Display. Graphics: Integrated Intel Iris Xe Graphics. Ports: 1x USB 3.1 Gen 2 Type-C support Power Delivery...",-8%
"Dell Latitude 7230 Rugged Extreme Tablet - 12"" Touchscreen - Core I7-1260U - 32GB Ram - 512GB SSD - Intel Iris Xe","$1,580.00","$1,750.00","  Specifications: Processor: 12th Gen Intel® Core™ i7-1260U, vPro® (12 MB cache, 10 cores, 12 threads, up to 4.70 GHz Turbo).  Memory: 32GB RAM.  Storage: 512GB SSD NVMe.  Graphics: Intel® Iris® Xe Graphics.  Display: 12"" Touch 1200 nits WVA FHD (1920x1200) 100% sRGB AntiGlare,Outdoor Viewable,front/rear cam,dual mic...",-10%
"HP ProBook 450 G10 85D09EA - 15.6"" - Core I7-1355U - 16GB Ram - 512GB SSD - Intel Iris Xe",$760.00,$875.00,"Specifications: Processor: Intel® Core™ i7-1355U (up to 5.0 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads). Memory: 16GB DDR4 Ram.  Storage: 512 GB PCIe® NVMe™ SSD.  Display:  15.6"" diagonal, FHD (1920 x 1080), IPS, narrow bezel, anti-glare, 250 nits,...",-13%
"Asus Zenbook Duo OLED UX8406MA-PS99T - Dual 14"" Touchscreen - Core Ultra 9 185H - 32GB Ram - 1TB SSD - Intel ARC Graphics","$2,250.00","$2,350.00","  Specifications: Processor: Intel® Core™ Ultra 9 Processor 185H 2.3 GHz (24MB Cache, up to 5.1 GHz, 16 cores, 22 Threads); Intel® AI Boost NPU.  Memory: 32GB LPDDR5X on board.   Storage: 1TB M.2 NVMe™ PCIe® 4.0 SSD.  Display: 14.0-inch, 3K (2880 x 1800)...",-4%
"Asus Vivobook Pro 15 Q533MJ-U73050 - 15.6"" - Core Ultra 7 155U - 16GB Ram - 1TB SSD - RTX 3050 6GB","$1,050.00","$1,350.00","Specifications: Processor: Intel® Core™ Ultra 7 Processor 155H 1.4 GHz (24MB Cache, up to 4.8 GHz, 16 cores, 22 Threads); Intel® AI Boost NPU Memory: 16GB DDR5 RAM (8GB DDR5 on board, 8GB DDR5 SO-DIMM) Storage: 1TB M.2 NVMe™ PCIe® 4.0 SSD Display: 15.6-inch, FHD...",-22%
"Asus Zenbook 14 Q425MA-U71TB - 14"" Touchscreen - Core Ultra 7 155H - 16GB Ram - 1TB SSD - Intel Arc Graphics",$999.00,"$1,200.00","Specifications: Processor: Intel® Core™ Ultra 7 Processor 155H 1.4 GHz (24MB Cache, up to 4.8 GHz, 16 cores, 22 Threads); Intel® AI Boost NPU.  Memory: 16GB LPDDR5X on board.   Storage: 1TB M.2 NVMe™ PCIe® 4.0 SSD.  Display: 14.0-inch, FHD (1920 x 1200) OLED...",-17%
"Dell XPS 16 9640 - 16.3"" - Core Ultra 7 155H - 16GB Ram - 512GB SSD - RTX 4060 8GB","$3,300.00","$3,400.00","Specifications: Processor: Intel® Core™ Ultra 7 Processor 155H (24MB Cache, 16 cores, up to 4.8 GHz).  Memory: 16GB, LPDDR5X, 6400MT/s. ﻿ Storage: 512GB M.2 PCIe NVMe Solid State Drive Display: 16.3"" FHD+ (1920 x 1200) Infinity Edge, Non-Touch, Anti-Glare, 500-nits.  Graphics: NVIDIA® GeForce RTX™...",-3%
"Dell Latitude 7320 - 13"" Touchscreen - Core I7-1180G7 - 16GB Ram - 512GB SSD - Intel Iris Xe - Keyboard Not Included",$900.00,"$1,090.00",Specifications: Processor: Core i7-1180G7.  Memory: 16GB RAM.  Storage: 512GB SSD NVMe.  Graphics: Intel® Iris® Xe Graphics.  Display: 13″ FHD+ (1920×1280) TOUCHSCREEN.  Ports: 2 Thunderbolt™ 4 with Power Delivery and DisplayPort (USB Type-C™).  1 Universal audio jack.  OS: Windows 11.  Color: Gray. ,-17%
"Dell Latitude 7320 - 13"" Touchscreen - Core I5-1140G7 - 16GB Ram - 512GB SSD - Intel Iris Xe - Keyboard Not Included",$700.00,$899.00,Specifications: Processor: Intel Core i5-1140G7 1.1GHz.  Memory: 16GB RAM.  Storage: 512GB SSD NVMe.  Graphics: Intel® Iris® Xe Graphics.  Display: 13″ FHD+ (1920×1280) TOUCHSCREEN.  Ports 2 Thunderbolt™ 4 with Power Delivery and DisplayPort (USB Type-C™).  1 Universal audio jack.  OS: Windows 11 Pro.  Color: Black.  Keyboard Not...,-22%
"Asus Vivobook Pro 16X M7600QE-XB99 - 16"" - Ryzen 9 5900HX - 32GB Ram - 1TB SSD - RTX 3050Ti 4GB","$1,250.00","$1,350.00","  Specifications: Processor: AMD Ryzen 9 5900HX 3.3GHz Memory: 32GB DDR4 Ram Storage: 1TB M.2 NVMe™ PCIe® 4.0 Performance SSD.  Display: 16"" WQUXGA (3840 x 2400) 16:10 OLED Screen 400 nits display with ultra-slim 4-sided NanoEdge bezels Graphics: NVIDIA RTX 3050Ti 4GB Ports:  USB...",-7%
"Lenovo ThinkBook Plus G4 21JJ0004US - 13.3"" + 12"" Touchscreen - Core I7-1355U - 16GB Ram - 512GB SSD - Intel Iris Xe - Includes Stylus Pen",$950.00,"$1,250.00","Specifications: Processor: Intel® Core™ i7-1355U, 10C (2P + 8E) / 12T, P-core 1.7 / 5.0GHz, E-core 1.2 / 3.7GHz, 12MB. Memory: 16GB Soldered LPDDR5x-6400.  Storage: 512GB SSD M.2 2280 PCIe® 4.0x4 NVMe®.  Display: 13.3"" 2.8K (2880x1800) OLED 400nits Anti-reflection / Anti-fingerprint, 100% DCI-P3, DisplayHDR™...",-24%
"Asus Vivobook 14 Flip UP3404VA-OLED007W - 14"" OLED Touchscreen - Core I7-1360P - 16GB Ram - 512GB SSD - Intel Iris Xe - Includes Sleeve Bag + Stylus Pen","$1,065.00","$1,250.00","Specifications: Processor: Intel® Core™ i7-1360P Processor 2.2 GHz (18MB Cache, up to 5.0 GHz, 12 cores, 16 Threads) Memory: 16GB LPDDR5 on board  Storage: 512GB M.2 NVMe™ PCIe® 3.0 SSD.  Display: 14.0-inch, 2.8K (2880 x 1800) OLED 16:10 aspect ratio, 0.2ms response time, 90Hz...",-15%
